Level;CIUO-88 Título SP;Código CIUO-88;Código CIUO-08; CIUO-08 parte;CIUO-08 Título SP;
4;Operadores de máquinas de blanqueo, teñido y tintura;8264;8154;;Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos;
4;Operadores de máquinas de blanqueo, teñido y tintura;8264;8157;;Operadores de máquinas lavarropas;
4;Operadores de máquinas de tratamiento de pieles y cueros;8265;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas de tratamiento de pieles y cueros;8265;8155;;Operadores de máquinas de tratamiento de pieles y cueros;
4;Operadores de máquinas para la fabricación de calzado y afines;8266;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para la fabricación de calzado y afines;8266;8156;;Operadores de máquinas para la fabricación de calzado y afines;
4;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes;8269;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes;8269;8159;;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes;
4;Operadores de máquinas para elaborar carne, pescado y mariscos;8271;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para elaborar carne, pescado y mariscos;8271;8160;p;Operadores de máquinas para elaborar alimentos y productos afines;
4;Operadores de máquinas para elaborar productos lácteos;8272;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para elaborar productos lácteos;8272;8160;p;Operadores de máquinas para elaborar alimentos y productos afines;
4;Operadores de máquinas para moler cereales y especias;8273;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para moler cereales y especias;8273;8160;p;Operadores de máquinas para elaborar alimentos y productos afines;
4;Operadores de máquinas para elaborar cereales, productos de panadería y repostería y artículos de chocolate;8274;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para elaborar cereales, productos de panadería y repostería y artículos de chocolate;8274;8160;p;Operadores de máquinas para elaborar alimentos y productos afines;
4;Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas;8275;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para elaborar frutos húmedos y secos y hortalizas;8275;8160;p;Operadores de máquinas para elaborar alimentos y productos afines;
4;Operadores de máquinas para fabricar azúcares;8276;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para fabricar azúcares;8276;8160;p;Operadores de máquinas para elaborar alimentos y productos afines;
4;Operadores de máquinas para elaborar té, café y cacao;8277;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para elaborar té, café y cacao;8277;8160;p;Operadores de máquinas para elaborar alimentos y productos afines;
4;Operadores de máquinas para elaborar cerveza, vinos y otras bebidas;8278;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para elaborar cerveza, vinos y otras bebidas;8278;8160;p;Operadores de máquinas para elaborar alimentos y productos afines;
4;Operadores de máquinas para elaborar productos del tabaco;8279;3122;p;Supervisores de industrias manufactureras;
4;Operadores de máquinas para elaborar productos del tabaco;8279;8160;p;Operadores de máquinas para elaborar alimentos y productos afines;
4;Montadores de mecanismos y elementos mecánicos de máquinas;8281;3122;p;Supervisores de industrias manufactureras;
4;Montadores de mecanismos y elementos mecánicos de máquinas;8281;8211;;Ensambladores de maquinaria mecánica;
4;Montadores de equipos eléctricos;8282;3122;p;Supervisores de industrias manufactureras;
4;Montadores de equipos eléctricos;8282;8212;p;Ensambladores de equipos eléctricos y electrónicos;
4;Montadores de equipos electrónicos;8283;3122;p;Supervisores de industrias manufactureras;
4;Montadores de equipos electrónicos;8283;8212;p;Ensambladores de equipos eléctricos y electrónicos;
4;Montadores de productos metálicos, de caucho y de material plástico;8284;3122;p;Supervisores de industrias manufactureras;
4;Montadores de productos metálicos, de caucho y de material plástico;8284;8219;p;Ensambladores no clasificados bajo otros epígrafes;
4;Montadores de productos de madera y de materiales afines;8285;3122;p;Supervisores de industrias manufactureras;
4;Montadores de productos de madera y de materiales afines;8285;8219;p;Ensambladores no clasificados bajo otros epígrafes;
4;Montadores de productos de cartón, textiles y materiales afines;8286;3122;p;Supervisores de industrias manufactureras;
4;Montadores de productos de cartón, textiles y materiales afines;8286;8219;p;Ensambladores no clasificados bajo otros epígrafes;
4;Otros operadores de máquinas y montadores;8290;3122;p;Supervisores de industrias manufactureras;
4;Otros operadores de máquinas y montadores;8290;8183;;Operadores de máquinas de embalaje, embotellamiento y etiquetado ;
4;Otros operadores de máquinas y montadores;8290;8189;;Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes;
4;Otros operadores de máquinas y montadores;8290;8219;p;Ensambladores no clasificados bajo otros epígrafes;
4;Maquinistas de locomotoras;8311;8311;;Maquinistas de locomotoras;
4;Guardafrenos, guardagujas y agentes de maniobras;8312;8312;;Guardafrenos, guardagujas y agentes de maniobras;
4;Conductores de motocicletas;8321;8321;;Conductores de motocicletas;
4;Conductores de automóviles, taxis y camionetas;8322;8322;;Conductores de automóviles, taxis y camionetas;
4;Conductores de autobuses y tranvías;8323;8331;;Conductores de autobuses y tranvías;
4;Conductores de camiones pesados;8324;8332;;Conductores de camiones pesados;
4;Operadores de maquinaria agrícola y forestal motorizada;8331;8341;;Operadores de maquinaria agrícola y forestal móvil;
4;Operadores de máquinas de movimiento de tierras y afines;8332;8342;;Operadores de máquinas de movimiento de tierras y afines;
4;Operadores de grúas de aparatos elevadores y afines;8333;8343;;Operadores de grúas, aparatos elevadores y afines;
4;Operadores de carretillas y elevadoras;8334;8344;;Operadores de autoelevadoras;
4;Marineros de cubierta y afines;8340;8350;;Marineros de cubierta y afines;
4;Vendedores ambulantes de productos comestibles;9111;5212;;Vendedores ambulantes de productos comestibles;
4;Vendedores ambulantes de productos no comestibles;9112;9520;;Vendedores ambulantes (excluyendo de comida);
4;Vendedores a domicilio y por teléfono;9113;5243;;Vendedores puerta a puerta;
4;Vendedores a domicilio y por teléfono;9113;5244;;Vendedores por teléfono;
4;Limpiabotas y otros trabajadores callejeros;9120;9510;;Trabajadores ambulantes de servicios y afines;
4;Personal doméstico;9131;9111;;Limpiadores y asistentes domésticos;
4;Limpiadores de oficinas, hoteles y otros establecimientos;9132;9112;;Limpiadores y asistentes de oficinas, hoteles y otros establecimientos;
4;Limpiadores de oficinas, hoteles y otros establecimientos;9132;9412;;Ayudantes de cocina;
4;Lavanderos y planchadores manuales;9133;9121;;Lavanderos y planchadores manuales;
4;Conserjes;9141;5153;;Conserjes;
4;Lavadores de vehículos, ventanas y afines;9142;9122;;Lavadores de vehículos;
4;Lavadores de vehículos, ventanas y afines;9142;9123;;Lavadores de ventanas;
4;Lavadores de vehículos, ventanas y afines;9142;9129;;Otro personal de limpieza;
4;Mensajeros, porteadores y repartidores;9151;9621;p;Mensajeros, mandaderos, maleteros y repartidores;
4;Porteros y guardianes y afines;9152;5414;p;Guardias de protección;
4;Porteros y guardianes y afines;9152;9621;p;Mensajeros, mandaderos, maleteros y repartidores;
4;Porteros y guardianes y afines;9152;9629;;Ocupaciones elementales no clasificadas bajo otros epígrafes;
4;Recolectores de dinero en aparatos de venta automática, lectores de medidores y afines;9153;9623;;Recolectores de dinero en aparatos de venta automática y lectores de medidores;
4;Recolectores de basura;9161;9611;;Recolectores de basura y material reciclable;
4;Recolectores de basura;9161;9612;p;Clasificadores de desechos;
4;Barrenderos y afines;9162;9613;;Barrenderos y afines;
4;Barrenderos y afines;9162;9622;;Personas que realizan trabajos varios;
4;Barrenderos y afines;9162;9624;;Acarreadores de agua y recolectores  de  leña;
4;Mozos de labranza y peones agropecuarios;9211;9211;;Peones de explotaciones agrícolas;
4;Mozos de labranza y peones agropecuarios;9211;9212;;Peones de explotaciones ganaderas;
4;Mozos de labranza y peones agropecuarios;9211;9213;;Peones de explotaciones de cultivos mixtos y ganaderos;
4;Mozos de labranza y peones agropecuarios;9211;9214;;Peones de jardinería y horticultura;
4;Peones forestales;9212;9215;;Peones forestales;
4;Peones de la pesca, la caza y la trampa;9213;9216;;Peones de pesca y acuicultura;
4;Peones de minas y canteras;9311;9311;;Peones de minas y canteras;
4;Peones de obras públicas y mantenimiento carreteras, presas y obras similares;9312;9312;;Peones de obras públicas y mantenimiento;
4;Peones de la construcción de edificios;9313;9313;;Peones de la construcción de edificios;
4;Peones de montaje;9321;9329;p;Peones de la industria manufacturera no clasificados bajo otros epígrafes;
4;Peones de montaje;9321;9612;p;Clasificadores de desechos;
4;Embaladores manuales y otros peones de la industria manufacturera;9322;9321;;Empacadores manuales;
4;Embaladores manuales y otros peones de la industria manufacturera;9322;9329;p;Peones de la industria manufacturera no clasificados bajo otros epígrafes;
4;Conductores de vehículos accionados a pedal o a brazo;9331;9331;;Conductores de vehículos accionados a pedal o a brazo;
4;Conductores de vehículos y máquinas de tracción animal;9332;9332;;Conductores de vehículos y máquinas de tracción animal;
4;Peones de carga;9333;9333;;Peones de carga;
4;Peones de carga;9333;9334;;Reponedores de estanterías;
4;Fuerzas armadas;0110;0110;;Oficiales de las fuerzas armadas;
4;Fuerzas armadas;0110;0210;;Suboficiales de las fuerzas armadas;
4;Fuerzas armadas;0110;0310;;Otros miembros de las fuerzas armadas;
;;;;;;
